first,last,meet_name,meet_date,event,result,wind,feet
Kortnie,Volk,44 Farms Team Invitational,"Apr  8- 9, 2022",800,2:30.13,,
Kortnie,Volk,Redbird Invite,"Apr  1- 2, 2022",100H,17.48,(2.2),
Kortnie,Volk,Redbird Invite,"Apr  1- 2, 2022",LJ,5.24m,,"17' 2.25"""
Kortnie,Volk,Redbird Invite,"Apr  1- 2, 2022",JT,22.83m,,"74' 11"""
Kortnie,Volk,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",LJ,5.36m,,"17' 7"""
Kortnie,Volk,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",Pent,3234,,
Kortnie,Volk,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",60H,9.86,,
Kortnie,Volk,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",HJ,1.47m,,"4' 9.75"""
Kortnie,Volk,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",SP,10.70m,,"35' 1.25"""
Kortnie,Volk,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",LJ,5.21m,,"17' 1.25"""
Kortnie,Volk,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",800,2:28.14,,
Kortnie,Volk,St. Valentines Open,"Feb 18, 2022",LJ,5.46m,,"17' 11"""
Kortnie,Volk,2022 Hoosier Hills,"Feb 11, 2022",400,1:00.67,,
Kortnie,Volk,2022 Hoosier Hills,"Feb 11, 2022",LJ,5.19m,,"17' 0.5"""
Kortnie,Volk,Red Hawk Invite,"Feb  5, 2022",400,1:01.83,,
Kortnie,Volk,Red Hawk Invite,"Feb  5, 2022",60H,10.05,,
Kortnie,Volk,Red Hawk Invite,"Feb  5, 2022",HJ,1.36m,,"4' 5.5"""
Kortnie,Volk,John Tierney Classic,"Jan 29, 2022",60H,9.99,,
Kortnie,Volk,John Tierney Classic,"Jan 29, 2022",LJ,5.55m,,"18' 2.5"""
Kortnie,Volk,John Tierney Classic,"Jan 29, 2022",SP,10.70m,,"35' 1.25"""
Kortnie,Volk,John Gartland Invitational,"Jan 21-22, 2022",Pent,3087,,
Kortnie,Volk,John Gartland Invitational,"Jan 21-22, 2022",60H,10.05,,
Kortnie,Volk,John Gartland Invitational,"Jan 21-22, 2022",HJ,1.41m,,"4' 7.5"""
Kortnie,Volk,John Gartland Invitational,"Jan 21-22, 2022",SP,11.14m,,"36' 6.75"""
Kortnie,Volk,John Gartland Invitational,"Jan 21-22, 2022",LJ,5.28m,,"17' 4"""
Kortnie,Volk,John Gartland Invitational,"Jan 21-22, 2022",800,2:35.95,,
Kortnie,Volk,Hawkeye Invite,"Jan 14-15, 2022",200,27.41,,
Kortnie,Volk,Hawkeye Invite,"Jan 14-15, 2022",LJ,5.11m,,"16' 9.25"""
Kortnie,Volk,2021 Green & White Invite,"Apr 24, 2021",200,26.96,(1.5),
Kortnie,Volk,2021 Green & White Invite,"Apr 24, 2021",LJ,5.24m,(-0.7),"17' 2.25"""
Kortnie,Volk,2021 Green & White Invite,"Apr 24, 2021",SP,8.39m,,"27' 6.5"""
Kortnie,Volk,2021 Warrior Invitational,"Apr 17, 2021",200,27.27,(2.7),
Kortnie,Volk,2021 Warrior Invitational,"Apr 17, 2021",LJ,5.22m,(+0.0),"17' 1.5"""
Kortnie,Volk,2021 Warrior Invitational,"Apr 17, 2021",SP,8.91m,,"29' 2.75"""
Kortnie,Volk,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",LJ,5.13m,,"16' 10"""
Kortnie,Volk,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",TJ,10.04m,,"32' 11.25"""
Kortnie,Volk,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",Pent,2772,,
Kortnie,Volk,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",60H,10.16,,
Kortnie,Volk,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",HJ,1.36m,,"4' 5.5"""
Kortnie,Volk,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",SP,8.89m,,"29' 2"""
Kortnie,Volk,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",LJ,5.12m,,"16' 9.75"""
Kortnie,Volk,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",800,2:40.20,,
Kortnie,Volk,John Tierney Classic,"Jan 23, 2021",60H,10.05,,
Kortnie,Volk,John Tierney Classic,"Jan 23, 2021",HJ,1.38m,,"4' 6.25"""
Kortnie,Volk,John Tierney Classic,"Jan 23, 2021",LJ,5.32m,,"17' 5.5"""
Kortnie,Volk,John Tierney Classic,"Jan 23, 2021",SP,9.17m,,"30' 1"""
Kortnie,Volk,The Panther Invite,"Jan  9, 2021",200,27.68,,
Kortnie,Volk,The Panther Invite,"Jan  9, 2021",60H,10.05,,
Kortnie,Volk,The Panther Invite,"Jan  9, 2021",60H,9.85,,
Kortnie,Volk,The Panther Invite,"Jan  9, 2021",TJ,10.89m,,"35' 8.75"""
Tabitha,Wechlo,NCAA West First Round,"May 22-25, 2024",SP,13.48m,,"44' 2.75"""
Tabitha,Wechlo,2024 Horizon League Outdoor Track & Field Championship,"May  3- 5, 2024",SP,15.33m,,"50' 3.5"""
Tabitha,Wechlo,2024 Horizon League Outdoor Track & Field Championship,"May  3- 5, 2024",DT,40.58m,,"133' 2"""
Tabitha,Wechlo,UW-Whitewater Drake Alternative,"Apr 25, 2024",DT,37.97m,,"124' 7"""
Tabitha,Wechlo,UW-Whitewater Drake Alternative,"Apr 25, 2024",HT,41.07m,,"134' 9"""
Tabitha,Wechlo,Gibson Invitational,"Apr 18-20, 2024",SP,13.79m,,"45' 3"""
Tabitha,Wechlo,Gibson Invitational,"Apr 18-20, 2024",DT,37.24m,,"122' 2"""
Tabitha,Wechlo,Gary Wieneke Memorial,"Apr 13, 2024",SP,14.38m,,"47' 2.25"""
Tabitha,Wechlo,Golden Grizzly T&F Invite,"Apr  6, 2024",SP,13.96m,,"45' 9.75"""
Tabitha,Wechlo,Golden Grizzly T&F Invite,"Apr  6, 2024",DT,37.82m,,"124' 1"""
Tabitha,Wechlo,Raleigh Relays,"Mar 28-30, 2024",SP,13.32m,,"43' 8.5"""
Tabitha,Wechlo,Raleigh Relays,"Mar 28-30, 2024",DT,33.93m,,"111' 4"""
Tabitha,Wechlo,Horizon League Indoor Track & Field Championship,"Feb 24-25, 2024",SP,14.74m,,"48' 4.5"""
Tabitha,Wechlo,Horizon League Indoor Track & Field Championship,"Feb 24-25, 2024",WT,14.96m,,"49' 1"""
Tabitha,Wechlo,PANTHER TUNE-UP,"Feb 17, 2024",SP,13.84m,,"45' 5"""
Tabitha,Wechlo,PANTHER TUNE-UP,"Feb 17, 2024",WT,15.02m,,"49' 3.5"""
Tabitha,Wechlo,Mark Guthrie Legacy Invite,"Feb  3, 2024",SP,14.28m,,"46' 10.25"""
Tabitha,Wechlo,Mark Guthrie Legacy Invite,"Feb  3, 2024",WT,13.19m,,"43' 3.25"""
Tabitha,Wechlo,Illini Challenge,"Jan 26-27, 2024",SP,13.76m,,"45' 1.75"""
Tabitha,Wechlo,John Tierney Classic,"Jan 20, 2024",SP,14.70m,,"48' 2.75"""
Tabitha,Wechlo,John Tierney Classic,"Jan 20, 2024",WT,15.30m,,"50' 2.5"""
Tabitha,Wechlo,Badgers Midwest Invite,"Jan 13, 2024",SP,14.14m,,"46' 4.75"""
Tabitha,Wechlo,Badgers Midwest Invite,"Jan 13, 2024",WT,13.99m,,"45' 10.75"""
Tabitha,Wechlo,Illini Open,"Jan  6, 2024",SP,14.07m,,"46' 2"""
Tabitha,Wechlo,Illini Open,"Jan  6, 2024",WT,15.41m,,"50' 6.75"""
Tabitha,Wechlo,Horizon League Championship,"May  5- 7, 2023",SP,14.49m,,"47' 6.5"""
Tabitha,Wechlo,Horizon League Championship,"May  5- 7, 2023",DT,38.41m,,"126' 0"""
Tabitha,Wechlo,Horizon League Championship,"May  5- 7, 2023",HT,42.76m,,"140' 3"""
Tabitha,Wechlo,UW-Whitewater Drake Alternative,"Apr 28, 2023",SP,13.82m,,"45' 4.25"""
Tabitha,Wechlo,UW-Whitewater Drake Alternative,"Apr 28, 2023",DT,37.48m,,"122' 11"""
Tabitha,Wechlo,UW-Whitewater Drake Alternative,"Apr 28, 2023",HT,40.71m,,"133' 7"""
Tabitha,Wechlo,Gary Wieneke Memorial,"Apr 21-22, 2023",SP,14.24m,,"46' 8.75"""
Tabitha,Wechlo,Gary Wieneke Memorial,"Apr 21-22, 2023",DT,32.44m,,"106' 5"""
Tabitha,Wechlo,Gibson Invitational & Multis,"Apr 13-15, 2023",SP,14.36m,,"47' 1.5"""
Tabitha,Wechlo,Gibson Invitational & Multis,"Apr 13-15, 2023",DT,40.45m,,"132' 8"""
Tabitha,Wechlo,Fighting Illini Challenge,"Apr  8, 2023",SP,14.53m,,"47' 8"""
Tabitha,Wechlo,Fighting Illini Challenge,"Apr  8, 2023",DT,33.83m,,"111' 0"""
Tabitha,Wechlo,Warrior Invitational,"Apr  6, 2023",DT,35.85m,,"117' 7"""
Tabitha,Wechlo,Warrior Invitational,"Apr  6, 2023",HT,39.87m,,"130' 10"""
Tabitha,Wechlo,2023 Horizon League Indoor Track & Field Championship,"Feb 25-26, 2023",SP,14.12m,,"46' 4"""
Tabitha,Wechlo,2023 Horizon League Indoor Track & Field Championship,"Feb 25-26, 2023",WT,14.81m,,"48' 7.25"""
Tabitha,Wechlo,Panther Tune-Up,"Feb 18, 2023",SP,13.95m,,"45' 9.25"""
Tabitha,Wechlo,Panther Tune-Up,"Feb 18, 2023",WT,14.66m,,"48' 1.25"""
Tabitha,Wechlo,Mark Guthrie Legacy Invitational,"Feb  4, 2023",SP,14.24m,,"46' 8.75"""
Tabitha,Wechlo,Mark Guthrie Legacy Invitational,"Feb  4, 2023",WT,FOUL,,NM
Tabitha,Wechlo,Jack Johnson Classic,"Jan 27-28, 2023",SP,13.32m,,"43' 8.5"""
Tabitha,Wechlo,Jack Johnson Classic,"Jan 27-28, 2023",WT,15.00m,,"49' 2.5"""
Tabitha,Wechlo,John Tierney Classic,"Jan 21, 2023",SP,14.05m,,"46' 1.25"""
Tabitha,Wechlo,John Tierney Classic,"Jan 21, 2023",WT,14.32m,,"46' 11.75"""
Tabitha,Wechlo,Wisconsin Badgers Midwest Invite,"Jan 14, 2023",SP,13.65m,,"44' 9.5"""
Tabitha,Wechlo,Wisconsin Badgers Midwest Invite,"Jan 14, 2023",WT,14.62m,,"47' 11.75"""
Tabitha,Wechlo,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",SP,14.67m,,"48' 1.75"""
Tabitha,Wechlo,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",DT,38.70m,,"127' 0"""
Tabitha,Wechlo,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",HT,42.85m,,"140' 7"""
Tabitha,Wechlo,Valparaiso Beacan Invite,"Apr 30, 2022",SP,14.12m,,"46' 4"""
Tabitha,Wechlo,Valparaiso Beacan Invite,"Apr 30, 2022",DT,38.85m,,"127' 5"""
Tabitha,Wechlo,Valparaiso Beacan Invite,"Apr 30, 2022",HT,42.26m,,"138' 8"""
Tabitha,Wechlo,Illini Invitational,"Apr 22-23, 2022",SP,13.30m,,"43' 7.75"""
Tabitha,Wechlo,Illini Invitational,"Apr 22-23, 2022",DT,37.93m,,"124' 5"""
Tabitha,Wechlo,Illini Invitational,"Apr 22-23, 2022",HT,41.00m,,"134' 6"""
Tabitha,Wechlo,2022 Warrior Invitational,"Apr 14, 2022",SP,14.26m,,"46' 9.5"""
Tabitha,Wechlo,2022 Warrior Invitational,"Apr 14, 2022",DT,36.17m,,"118' 8"""
Tabitha,Wechlo,2022 Warrior Invitational,"Apr 14, 2022",HT,39.05m,,"128' 1"""
Tabitha,Wechlo,44 Farms Team Invitational,"Apr  8- 9, 2022",SP,14.07m,,"46' 2"""
Tabitha,Wechlo,44 Farms Team Invitational,"Apr  8- 9, 2022",DT,35.13m,,"115' 3"""
Tabitha,Wechlo,44 Farms Team Invitational,"Apr  8- 9, 2022",HT,42.82m,,"140' 6"""
Tabitha,Wechlo,Redbird Invite,"Apr  1- 2, 2022",SP,12.94m,,"42' 5.5"""
Tabitha,Wechlo,Redbird Invite,"Apr  1- 2, 2022",HT,38.32m,,"125' 9"""
Tabitha,Wechlo,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",SP,13.67m,,"44' 10.25"""
Tabitha,Wechlo,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",WT,14.57m,,"47' 9.75"""
Tabitha,Wechlo,St. Valentines Open,"Feb 18, 2022",SP,13.05m,,"42' 9.75"""
Tabitha,Wechlo,St. Valentines Open,"Feb 18, 2022",WT,13.36m,,"43' 10"""
Tabitha,Wechlo,2022 Hoosier Hills,"Feb 11, 2022",SP,13.53m,,"44' 4.75"""
Tabitha,Wechlo,Red Hawk Invite,"Feb  5, 2022",SP,13.38m,,"43' 10.75"""
Tabitha,Wechlo,Red Hawk Invite,"Feb  5, 2022",WT,15.13m,,"49' 7.75"""
Tabitha,Wechlo,John Tierney Classic,"Jan 29, 2022",SP,12.73m,,"41' 9.25"""
Tabitha,Wechlo,John Tierney Classic,"Jan 29, 2022",WT,15.03m,,"49' 3.75"""
Tabitha,Wechlo,Hawkeye Invite,"Jan 14-15, 2022",SP,12.67m,,"41' 7"""
Tabitha,Wechlo,Hawkeye Invite,"Jan 14-15, 2022",WT,14.17m,,"46' 6"""
Tabitha,Wechlo,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",SP,13.08m,,"42' 11"""
Tabitha,Wechlo,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",DT,30.14m,,"98' 11"""
Tabitha,Wechlo,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",HT,36.35m,,"119' 3"""
Tabitha,Wechlo,Valpo Invitational,"May  1, 2021",SP,12.19m,,"40' 0"""
Tabitha,Wechlo,Valpo Invitational,"May  1, 2021",DT,35.92m,,"117' 10"""
Tabitha,Wechlo,Valpo Invitational,"May  1, 2021",HT,40.07m,,"131' 5"""
Tabitha,Wechlo,2021 Green & White Invite,"Apr 24, 2021",SP,12.42m,,"40' 9"""
Tabitha,Wechlo,2021 Green & White Invite,"Apr 24, 2021",DT,35.39m,,"116' 1"""
Tabitha,Wechlo,2021 Green & White Invite,"Apr 24, 2021",HT,36.94m,,"121' 2"""
Tabitha,Wechlo,2021 Warrior Invitational,"Apr 17, 2021",SP,11.54m,,"37' 10.5"""
Tabitha,Wechlo,2021 Warrior Invitational,"Apr 17, 2021",DT,33.38m,,"109' 6"""
Tabitha,Wechlo,2021 Warrior Invitational,"Apr 17, 2021",HT,42.63m,,"139' 10"""
Tabitha,Wechlo,Big Blue Classic,"Apr  9-10, 2021",SP,10.66m,,"34' 11.75"""
Tabitha,Wechlo,Big Blue Classic,"Apr  9-10, 2021",HT,NM,,NM
Tabitha,Wechlo,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",SP,11.05m,,"36' 3"""
Tabitha,Wechlo,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",WT,13.72m,,"45' 0.25"""
Tabitha,Wechlo,UW-Parkside Triangular,"Feb 19-20, 2021",SP,12.60m,,"41' 4.25"""
Tabitha,Wechlo,UW-Parkside Triangular,"Feb 19-20, 2021",WT,14.09m,,"46' 2.75"""
Tabitha,Wechlo,Panther Tune-Up,"Feb 14, 2021",SP,11.83m,,"38' 9.75"""
Tabitha,Wechlo,Panther Tune-Up,"Feb 14, 2021",WT,13.59m,,"44' 7"""
Tabitha,Wechlo,UW-Parkside Triangular,"Feb  5- 6, 2021",SP,11.92m,,"39' 1.25"""
Tabitha,Wechlo,UW-Parkside Triangular,"Feb  5- 6, 2021",WT,11.84m,,"38' 10.25"""
Tabitha,Wechlo,John Tierney Classic,"Jan 23, 2021",SP,11.49m,,"37' 8.5"""
Tabitha,Wechlo,John Tierney Classic,"Jan 23, 2021",WT,13.63m,,"44' 8.75"""
Tabitha,Wechlo,The Panther Invite,"Jan  9, 2021",SP,11.61m,,"38' 1.25"""
Tabitha,Wechlo,The Panther Invite,"Jan  9, 2021",WT,13.03m,,"42' 9"""
Adrienne,Burton,UW-Whitewater Drake Alternative,"Apr 28, 2023",100H,14.99,(0.7),
Adrienne,Burton,UW-Whitewater Drake Alternative,"Apr 28, 2023",100H,DNF,(0.7),
Adrienne,Burton,Marquette Invitational,"Apr 22, 2023",400H,1:09.12,,
Adrienne,Burton,Gary Wieneke Memorial,"Apr 21-22, 2023",100H,14.78,(-0.2),
Adrienne,Burton,Green & White Invite,"Apr 15, 2023",100H,14.83,(2.8),
Adrienne,Burton,Green & White Invite,"Apr 15, 2023",400H,1:07.75,,
Adrienne,Burton,Fighting Illini Challenge,"Apr  8, 2023",200,27.05,(-0.7),
Adrienne,Burton,Fighting Illini Challenge,"Apr  8, 2023",400H,1:08.06,,
Adrienne,Burton,2023 Horizon League Indoor Track & Field Championship,"Feb 25-26, 2023",60H,9.14,,
Adrienne,Burton,GVSU Big Meet (Friday),"Feb 10, 2023",60H,9.05,,
Adrienne,Burton,Mark Guthrie Legacy Invitational,"Feb  4, 2023",200,27.00,,
Adrienne,Burton,Mark Guthrie Legacy Invitational,"Feb  4, 2023",60H,9.05,,
Adrienne,Burton,Jack Johnson Classic,"Jan 27-28, 2023",60H,DNF,,
Adrienne,Burton,Jack Johnson Classic,"Jan 27-28, 2023",60H,9.42,,
Adrienne,Burton,John Tierney Classic,"Jan 21, 2023",200,26.87,,
Adrienne,Burton,John Tierney Classic,"Jan 21, 2023",60H,8.77,,
Adrienne,Burton,John Tierney Classic,"Jan 21, 2023",60H,8.76,,
Adrienne,Burton,Wisconsin Badgers Midwest Invite,"Jan 14, 2023",60H,8.83,,
Adrienne,Burton,Wisconsin Badgers Midwest Invite,"Jan 14, 2023",60H,8.94,,
Adrienne,Burton,Wisconsin Badgers Midwest Invite,"Jan 14, 2023",4x400,4:07.47,,
Adrienne,Burton,2022 Blue Demon Holiday Invite,"Dec  9, 2022",60H,8.92,,
Adrienne,Burton,2022 Blue Demon Holiday Invite,"Dec  9, 2022",60H,8.88,,
Adrienne,Burton,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",100H,15.89,(0.2),
Adrienne,Burton,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",100H,14.68,(+0.0),
Adrienne,Burton,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",400H,DQ,,
Adrienne,Burton,Horizon League Outdoor Track & Field Championships,"May  6- 8, 2022",4x400,3:58.79,,
Adrienne,Burton,Illini Invitational,"Apr 22-23, 2022",400H,1:05.91,,
Adrienne,Burton,2022 Warrior Invitational,"Apr 14, 2022",100H,14.70,(1.0),
Adrienne,Burton,2022 Warrior Invitational,"Apr 14, 2022",100H,15.24,(2.1),
Adrienne,Burton,44 Farms Team Invitational,"Apr  8- 9, 2022",100H,14.88,(5.1),
Adrienne,Burton,44 Farms Team Invitational,"Apr  8- 9, 2022",400H,1:06.70,,
Adrienne,Burton,Redbird Invite,"Apr  1- 2, 2022",100H,15.11,(2.2),
Adrienne,Burton,Redbird Invite,"Apr  1- 2, 2022",400H,1:10.76,,
Adrienne,Burton,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",60H,8.87,,
Adrienne,Burton,Horizon League Indoor Track & Field Championships,"Feb 26-27, 2022",60H,8.76,,
Adrienne,Burton,St. Valentines Open,"Feb 18, 2022",60H,8.88,,
Adrienne,Burton,St. Valentines Open,"Feb 18, 2022",60H,8.95,,
Adrienne,Burton,GVSU Big Meet-FRIDAY,"Feb 11, 2022",200,26.47,,
Adrienne,Burton,GVSU Big Meet-FRIDAY,"Feb 11, 2022",60H,8.91,,
Adrienne,Burton,Red Hawk Invite,"Feb  5, 2022",60H,9.07,,
Adrienne,Burton,Red Hawk Invite,"Feb  5, 2022",60H,8.94,,
Adrienne,Burton,Red Hawk Invite,"Feb  5, 2022",4x400,4:11.96,,
Adrienne,Burton,John Tierney Classic,"Jan 29, 2022",200,26.65,,
Adrienne,Burton,John Tierney Classic,"Jan 29, 2022",60H,8.83,,
Adrienne,Burton,John Tierney Classic,"Jan 29, 2022",60H,9.50,,
Adrienne,Burton,John Gartland Invitational,"Jan 21-22, 2022",200,26.87,,
Adrienne,Burton,John Gartland Invitational,"Jan 21-22, 2022",60H,9.04,,
Adrienne,Burton,John Gartland Invitational,"Jan 21-22, 2022",60H,8.96,,
Adrienne,Burton,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",100H,15.26,(2.8),
Adrienne,Burton,Horizon League Outdoor Track & Field Championships,"May  7- 9, 2021",400H,1:07.40,,
Adrienne,Burton,Valpo Invitational,"May  1, 2021",100H,15.23,(2.0),
Adrienne,Burton,Valpo Invitational,"May  1, 2021",400H,1:07.67,,
Adrienne,Burton,Clark Wood Invitational,"Apr 23-24, 2021",100H,15.13,(0.4),
Adrienne,Burton,Clark Wood Invitational,"Apr 23-24, 2021",400H,1:08.55,,
Adrienne,Burton,Gibson Invitational sponsored by the Terre Haute CVB,"Apr 16-17, 2021",100H,15.44,(0.5),
Adrienne,Burton,Gibson Invitational sponsored by the Terre Haute CVB,"Apr 16-17, 2021",400H,1:07.59,,
Adrienne,Burton,Big Blue Classic,"Apr  9-10, 2021",100H,15.69,(1.0),
Adrienne,Burton,Big Blue Classic,"Apr  9-10, 2021",400H,1:13.39,,
Adrienne,Burton,Big Blue Classic,"Apr  9-10, 2021",4x400,4:18.67,,
Adrienne,Burton,Illinois State Redbird Invitational,"Apr  2, 2021",100H,15.08,(2.4),
Adrienne,Burton,Illinois State Redbird Invitational,"Apr  2, 2021",400H,1:09.92,,
Adrienne,Burton,Horizon League Indoor Track & Field Championships,"Feb 26-Mar  1, 2021",60H,9.06,,
Adrienne,Burton,UW-Parkside Triangular,"Feb 19-20, 2021",4x400,4:16.24,,
Adrienne,Burton,Panther Tune-Up,"Feb 14, 2021",200,27.67,,
Adrienne,Burton,Panther Tune-Up,"Feb 14, 2021",60H,9.27,,
Adrienne,Burton,UW-Parkside Triangular,"Feb  5- 6, 2021",55H,8.66,,
Adrienne,Burton,UW-Parkside Triangular,"Feb  5- 6, 2021",4x400,4:18.43,,
Adrienne,Burton,John Tierney Classic,"Jan 23, 2021",200,27.95,,
Adrienne,Burton,John Tierney Classic,"Jan 23, 2021",60H,9.26,,
Adrienne,Burton,The Panther Invite,"Jan  9, 2021",60H,9.70,,
Adrienne,Burton,The Panther Invite,"Jan  9, 2021",60H,9.40,,
Adrienne,Burton,The Panther Invite,"Jan  9, 2021",4x400,DNF,,
Adrienne,Burton,Horizon League Indoor Track & Field Championships,"Feb 29-Mar  1, 2020",60H,9.66,,
Adrienne,Burton,Panther Tune-Up,"Feb 22, 2020",400,1:05.87,,
Adrienne,Burton,Panther Tune-Up,"Feb 22, 2020",60H,9.42,,
Adrienne,Burton,GVSU Big Meet (Saturday),"Feb 15, 2020",60H,9.74,,
Adrienne,Burton,2020 ONU Invitational,"Feb  1, 2020",200,29.20,,
Adrienne,Burton,2020 ONU Invitational,"Feb  1, 2020",60H,9.68,,
Adrienne,Burton,2020 ONU Invitational,"Feb  1, 2020",60H,9.40,,
Adrienne,Burton,Illini Invitational,"Jan 24-25, 2020",60H,9.61,,
Adrienne,Burton,John Tierney Classic,"Jan 18, 2020",60H,9.47,,
Adrienne,Burton,John Tierney Classic,"Jan 18, 2020",4x400,4:11.79,,
Adrienne,Burton,Gene Edmonds Memorial,"Jan 10-11, 2020",60H,9.74,,
Adrienne,Burton,Gene Edmonds Memorial,"Jan 10-11, 2020",4x400,4:08.37,,
Adrienne,Burton,Horizon League Outdoor Track & Field Championships,"May  3- 5, 2019",400H,1:08.92,,
Adrienne,Burton,2019 Lenny Lyles-Clark Wood Invitational,"Apr 26-27, 2019",100H,16.84,(1.6),
Adrienne,Burton,2019 Lenny Lyles-Clark Wood Invitational,"Apr 26-27, 2019",400H,1:10.56,,
Adrienne,Burton,Kentucky Track & Field Invitational,"Apr 20, 2019",100H,15.59,(0.9),
Adrienne,Burton,Kentucky Track & Field Invitational,"Apr 20, 2019",400H,1:06.32,,
Adrienne,Burton,Kentucky Track & Field Invitational,"Apr 20, 2019",4x400,4:08.32,,
Adrienne,Burton,Illinois Twilight,"Apr 13, 2019",100H,15.48,(1.3),
Adrienne,Burton,Illinois Twilight,"Apr 13, 2019",400H,1:10.07,,
Adrienne,Burton,Jack Shaw Classic,"Apr  5, 2019",100H,15.75,(0.8),
Adrienne,Burton,Jack Shaw Classic,"Apr  5, 2019",400H,1:07.71,,
Adrienne,Burton,2019 Drury Hotels Joey Haines Invite,"Mar 29-30, 2019",100H,15.68,(2.1),
Adrienne,Burton,Horizon League Indoor Track & Field Championships,"Feb 23-24, 2019",60H,9.67,,
Adrienne,Burton,Panther TuneUp,"Feb 16, 2019",60H,9.37,,
Adrienne,Burton,GVSU Big Meet (Saturday),"Feb  9, 2019",400,1:04.66,,
Adrienne,Burton,GVSU Big Meet (Saturday),"Feb  9, 2019",60H,9.75,,
Adrienne,Burton,2019 Illini Invitational,"Jan 25-26, 2019",60H,9.76,,
Adrienne,Burton,John Tierney Classic,"Jan 19, 2019",60H,9.58,,
Adrienne,Burton,John Tierney Classic,"Jan 19, 2019",4x400,4:10.81,,
Adrienne,Burton,Badger Icebreaker,"Jan 12, 2019",60H,9.73,,
Adrienne,Burton,Badger Icebreaker,"Jan 12, 2019",4x400,4:08.09,,
Annie,Guerrero,NCAA West Preliminary Round,"May 24-27, 2023",HJ,1.67m,,"5' 5.75"""
Annie,Guerrero,Eagle Open,"May 12, 2023",HJ,1.75m,,"5' 8.75"""
Annie,Guerrero,Horizon League Championship,"May  5- 7, 2023",HJ,1.68m,,"5' 6"""
Annie,Guerrero,Clark Wood Open 2023,"Apr 28-29, 2023",HJ,1.70m,,"5' 7"""
Annie,Guerrero,Gibson Invitational & Multis,"Apr 13-15, 2023",HJ,1.74m,,"5' 8.5"""
Annie,Guerrero,Fighting Illini Challenge,"Apr  8, 2023",HJ,1.75m,,"5' 8.75"""
Annie,Guerrero,2023 Horizon League Indoor Track & Field Championship,"Feb 25-26, 2023",HJ,1.65m,,"5' 5"""
Annie,Guerrero,Panther Tune-Up,"Feb 18, 2023",HJ,1.70m,,"5' 7"""
Annie,Guerrero,GVSU Big Meet (Friday),"Feb 10, 2023",HJ,1.63m,,"5' 4.25"""
Annie,Guerrero,Jack Johnson Classic,"Jan 27-28, 2023",HJ,1.62m,,"5' 3.75"""
Annie,Guerrero,John Tierney Classic,"Jan 21, 2023",HJ,1.67m,,"5' 5.75"""
Annie,Guerrero,Wisconsin Badgers Midwest Invite,"Jan 14, 2023",HJ,1.71m,,"5' 7.25"""
Annie,Guerrero,2022 Blue Demon Holiday Invite,"Dec  9, 2022",HJ,1.68m,,"5' 6"""
