athlete_id,meet_name,meet_date,event,result_distance,result_time,wind
89,John Tierney Classic,2020-01-18,60,,7.77,
89,John Tierney Classic,2020-01-18,200,,25.98,
89,Gene Edmonds Memorial,2020-01-10,60,,7.84,
89,Gene Edmonds Memorial,2020-01-10,200,,26.16,
89,Horizon League Outdoor Track & Field Championships,2019-05-03,100,,12.16,(1.7)
89,Horizon League Outdoor Track & Field Championships,2019-05-03,100,,12.04,(0.8)
89,Horizon League Outdoor Track & Field Championships,2019-05-03,200,,25.25,(2.1)
89,Horizon League Outdoor Track & Field Championships,2019-05-03,200,,25.41,(1.3)
89,Horizon League Outdoor Track & Field Championships,2019-05-03,4x100,,48.57,
89,Marquette Mid-Week Challenge,2019-04-24,100,,12.15,(0.2)
89,Marquette Mid-Week Challenge,2019-04-24,200,,25.56,(-1.7)
89,Kentucky Track & Field Invitational,2019-04-20,100,,12.27,(0.5)
89,Kentucky Track & Field Invitational,2019-04-20,200,,25.95,(0.6)
89,Kentucky Track & Field Invitational,2019-04-20,4x100,,48.85,
89,Illinois Twilight,2019-04-13,200,,,(2.7)
89,Illinois Twilight,2019-04-13,4x100,,48.30,
89,Jack Shaw Classic,2019-04-05,100,,12.40,(-0.2)
89,Jack Shaw Classic,2019-04-05,200,,,(0.2)
89,Jack Shaw Classic,2019-04-05,4x100,,48.85,
89,2019 Drury Hotels Joey Haines Invite,2019-03-29,100,,12.34,(2.5)
89,2019 Drury Hotels Joey Haines Invite,2019-03-29,4x100,,50.22,
89,Horizon League Indoor Track & Field Championships,2019-02-23,60,,7.64,
89,Horizon League Indoor Track & Field Championships,2019-02-23,60,,7.66,
89,Panther TuneUp,2019-02-16,60,,7.70,
89,GVSU Big Meet (Saturday),2019-02-09,60,,7.83,
89,GVSU Big Meet (Saturday),2019-02-09,60,,7.89,
89,GVSU Big Meet (Friday),2019-02-08,60,,7.84,
89,2019 Meyo Invitational,2019-02-01,60,,7.81,
89,2019 Meyo Invitational,2019-02-01,60,,7.76,
89,2019 Meyo Invitational,2019-02-01,200,,26.35,
89,2019 Illini Invitational,2019-01-25,60,,7.83,
89,2019 Illini Invitational,2019-01-25,60,,7.82,
89,John Tierney Classic,2019-01-19,200,,26.23,
89,Badger Icebreaker,2019-01-12,60,,7.82,
89,Badger Icebreaker,2019-01-12,60,,7.83,
89,Horizon League Indoor Track & Field Championships,2018-02-23,60,,,
89,Horizon League Indoor Track & Field Championships,2018-02-23,200,,26.00,
89,Panther TuneUp,2018-02-17,60,,7.82,
89,GVSU Big Meet- Saturday,2018-02-10,60,,7.87,
89,GVSU Big Meet- Saturday,2018-02-10,60,,7.87,
89,GVSU Big Meet- Friday,2018-02-09,60,,7.81,
89,GVSU Big Meet- Friday,2018-02-09,200,,25.76,
89,2018 Mark Messersmith Invitational,2018-01-27,60,,7.69,
89,2018 Mark Messersmith Invitational,2018-01-27,60,,7.79,
89,John Tierney Classic,2018-01-20,60,,7.78,
89,Karl Schlender Invitational,2018-01-13,60,,7.87,
89,Karl Schlender Invitational,2018-01-13,60,,7.93,
89,Horizon League Outdoor Track & Field Championships,2017-05-05,100,,12.34,(3.6)
89,Horizon League Outdoor Track & Field Championships,2017-05-05,100,,12.33,(2.2)
89,Horizon League Outdoor Track & Field Championships,2017-05-05,200,,26.35,(3.8)
89,Horizon League Outdoor Track & Field Championships,2017-05-05,4x100,,48.62,
89,2017 Drake Relays presented by Hy-Vee,2017-04-26,4x200,,1:39.93,
89,Pacesetter Sports Invitational,2017-04-21,200,,25.93,(3.3)
89,Pacesetter Sports Invitational,2017-04-21,4x100,,47.99,
89,Benedictine Eagle Relays 2017,2017-04-14,100,,12.06,(3.5)
89,Marquette Duals,2017-04-07,100,,12.48,(+0.0)
89,Horizon League Indoor Track & Field Championships,2017-02-25,60,,7.70,
89,Horizon League Indoor Track & Field Championships,2017-02-25,60,,7.65,
89,Horizon League Indoor Track & Field Championships,2017-02-25,200,,25.12,
89,Horizon League Indoor Track & Field Championships,2017-02-25,200,,25.37,
89,Panther TuneUp,2017-02-18,60,,7.75,
89,GVSU Big Meet (Saturday),2017-02-11,200,,25.49,
89,GVSU Big Meet Invite (Friday),2017-02-10,60,,7.72,
89,GVSU Big Meet Invite (Friday),2017-02-10,60,,7.78,
89,2017 Meyo Invitational,2017-02-03,60,,7.69,
89,2017 Mark Messersmith Invitational,2017-01-28,60,,7.67,
89,2017 Mark Messersmith Invitational,2017-01-28,60,,7.83,
89,John Tierney Classic,2017-01-21,60,,7.77,
89,Karl Schlender Invitational,2017-01-14,60,,7.90,
89,Karl Schlender Invitational,2017-01-14,60,,7.95,
89,Karl Schlender Invitational,2017-01-14,200,,26.95,
94,Horizon League Outdoor Track & Field Championships,2022-05-06,100,,12.81,(0.9)
94,Horizon League Outdoor Track & Field Championships,2022-05-06,200,,26.65,(-0.2)
94,Valparaiso Beacan Invite,2022-04-30,100,,12.71,(3.1)
94,Valparaiso Beacan Invite,2022-04-30,200,,26.08,(1.3)
94,Illini Invitational,2022-04-22,100,,12.63,(5.5)
94,Illini Invitational,2022-04-22,200,,26.79,(2.6)
94,Illini Invitational,2022-04-22,4x100,,49.06,
94,2022 Warrior Invitational,2022-04-14,100,,13.02,(0.3)
94,2022 Warrior Invitational,2022-04-14,100,,12.69,(4.9)
94,Marquette Invitational,2022-04-10,100,,12.76,(2.1)
94,Marquette Invitational,2022-04-10,200,,26.98,(4.0)
94,Redbird Invite,2022-04-01,100,,12.93,(3.6)
94,Redbird Invite,2022-04-01,200,,27.98,(-2.1)
94,St. Valentines Open,2022-02-18,60,,8.19,
94,St. Valentines Open,2022-02-18,200,,27.68,
94,GVSU Big Meet-FRIDAY,2022-02-11,60,,8.10,
94,GVSU Big Meet-FRIDAY,2022-02-11,200,,27.03,
94,John Tierney Classic,2022-01-29,60,,8.13,
94,John Tierney Classic,2022-01-29,60,,8.07,
94,John Tierney Classic,2022-01-29,200,,27.20,
94,Valpo Invitational,2021-05-01,100,,13.09,(-0.4)
94,Valpo Invitational,2021-05-01,200,,26.77,(2.9)
94,2021 Green & White Invite,2021-04-24,100,,12.81,(2.3)
94,2021 Green & White Invite,2021-04-24,100,,12.89,(0.9)
94,2021 Green & White Invite,2021-04-24,200,,26.62,(1.5)
94,Gibson Invitational sponsored by the Terre Haute CVB,2021-04-16,100,,13.07,(1.9)
94,Gibson Invitational sponsored by the Terre Haute CVB,2021-04-16,200,,26.89,(0.7)
94,Gibson Invitational sponsored by the Terre Haute CVB,2021-04-16,4x100,,48.47,
94,Big Blue Classic,2021-04-09,100,,12.89,(0.9)
94,Big Blue Classic,2021-04-09,200,,26.62,(0.1)
94,UW-Parkside Triangular,2021-02-19,55,,7.44,
94,UW-Parkside Triangular,2021-02-19,200,,27.04,
94,Panther Tune-Up,2021-02-14,60,,8.11,
94,Panther Tune-Up,2021-02-14,60,,8.15,
94,Panther Tune-Up,2021-02-14,200,,26.87,
94,UW-Parkside Triangular,2021-02-05,55,,7.56,
94,UW-Parkside Triangular,2021-02-05,200,,27.00,
94,John Tierney Classic,2021-01-23,60,,8.19,
94,John Tierney Classic,2021-01-23,200,,27.15,
94,The Panther Invite,2021-01-09,60,,8.16,
94,The Panther Invite,2021-01-09,200,,27.52,
94,Horizon League Indoor Track & Field Championships,2020-02-29,60,,7.96,
94,Horizon League Indoor Track & Field Championships,2020-02-29,200,,26.70,
94,Panther Tune-Up,2020-02-22,60,,7.97,
94,Panther Tune-Up,2020-02-22,200,,27.23,
94,GVSU Big Meet (Saturday),2020-02-15,60,,8.10,
94,GVSU Big Meet (Saturday),2020-02-15,200,,27.03,
94,2020 ONU Invitational,2020-02-01,60,,8.08,
94,2020 ONU Invitational,2020-02-01,60,,8.10,
94,2020 ONU Invitational,2020-02-01,200,,27.35,
94,Illini Invitational,2020-01-24,60,,8.09,
94,John Tierney Classic,2020-01-18,60,,8.07,
94,John Tierney Classic,2020-01-18,200,,27.67,
94,Gene Edmonds Memorial,2020-01-10,60,,8.20,
94,Gene Edmonds Memorial,2020-01-10,200,,28.03,
94,Horizon League Outdoor Track & Field Championships,2019-05-03,100,,12.46,(1.7)
94,Horizon League Outdoor Track & Field Championships,2019-05-03,100,,12.42,(0.8)
94,Horizon League Outdoor Track & Field Championships,2019-05-03,4x100,,48.57,
94,2019 Lenny Lyles-Clark Wood Invitational,2019-04-26,100,,12.59,(3.0)
94,2019 Lenny Lyles-Clark Wood Invitational,2019-04-26,200,,26.08,(0.8)
94,Kentucky Track & Field Invitational,2019-04-20,100,,12.81,(0.2)
94,Kentucky Track & Field Invitational,2019-04-20,200,,26.70,(0.6)
94,Kentucky Track & Field Invitational,2019-04-20,4x100,,48.85,
94,Illinois Twilight,2019-04-13,100,,12.70,(2.4)
94,Illinois Twilight,2019-04-13,200,,26.48,(1.8)
94,Illinois Twilight,2019-04-13,4x100,,48.30,
94,Jack Shaw Classic,2019-04-05,200,,26.61,(0.2)
94,Jack Shaw Classic,2019-04-05,4x100,,48.85,
94,2019 Drury Hotels Joey Haines Invite,2019-03-29,100,,12.81,(3.1)
94,2019 Drury Hotels Joey Haines Invite,2019-03-29,4x100,,50.22,
94,Horizon League Indoor Track & Field Championships,2019-02-23,60,,8.05,
94,Panther TuneUp,2019-02-16,60,,8.02,
94,GVSU Big Meet (Saturday),2019-02-09,60,,8.02,
94,GVSU Big Meet (Saturday),2019-02-09,200,,26.88,
94,2019 Illini Invitational,2019-01-25,60,,8.05,
94,John Tierney Classic,2019-01-19,60,,8.17,
94,John Tierney Classic,2019-01-19,200,,27.75,
94,Badger Icebreaker,2019-01-12,60,,8.10,
94,Badger Icebreaker,2019-01-12,60,,8.12,
94,Badger Icebreaker,2019-01-12,300,,44.96,
94,Horizon League Outdoor Track & Field Championships,2018-05-04,100,,12.61,(2.7)
94,Horizon League Outdoor Track & Field Championships,2018-05-04,200,,26.48,(2.4)
94,Horizon League Outdoor Track & Field Championships,2018-05-04,4x100,,48.07,
94,2018 Lenny Lyles-Clark Wood Invitational,2018-04-27,100,,12.72,(3.0)
94,2018 Lenny Lyles-Clark Wood Invitational,2018-04-27,200,,26.60,(3.0)
94,DePaul Invitational,2018-04-21,100,,13.17,(0.5)
94,DePaul Invitational,2018-04-21,200,,27.18,(0.8)
94,Gibson Invitational,2018-04-06,100,,13.04,(1.4)
94,2018 EIU Big Blue Classic,2018-03-30,100,,13.05,(3.6)
94,2018 EIU Big Blue Classic,2018-03-30,200,,28.34,(-2.6)
94,2018 EIU Big Blue Classic,2018-03-30,4x100,,51.03,
94,SIU Bill Cornell Spring Classic,2018-03-23,100,,13.23,(1.4)
94,SIU Bill Cornell Spring Classic,2018-03-23,200,,27.65,(2.9)
94,Panther TuneUp,2018-02-17,60,,8.33,
94,Panther TuneUp,2018-02-17,200,,27.71,
94,GVSU Big Meet- Saturday,2018-02-10,60,,8.33,
94,GVSU Big Meet- Saturday,2018-02-10,200,,28.07,
94,UW Parkside Classic,2018-02-03,55,,7.75,
94,UW Parkside Classic,2018-02-03,55,,7.70,
94,UW Parkside Classic,2018-02-03,200,,27.88,
94,2018 Mark Messersmith Invitational,2018-01-27,60,,8.37,
94,2018 Mark Messersmith Invitational,2018-01-27,200,,28.43,
94,John Tierney Classic,2018-01-20,60,,8.38,
94,John Tierney Classic,2018-01-20,300,,45.96,
94,Karl Schlender Invitational,2018-01-13,60,,8.50,
94,Karl Schlender Invitational,2018-01-13,200,,28.63,
129,Horizon League Outdoor Track & Field Championships,2022-05-06,TJ,11.21,,(+0.0)
129,Valparaiso Beacan Invite,2022-04-30,TJ,11.32,,(3.4)
129,Illini Invitational,2022-04-22,TJ,11.91,,(6.9)
129,2022 Warrior Invitational,2022-04-14,LJ,5.07,,(5.5)
129,2022 Warrior Invitational,2022-04-14,TJ,10.9,,(0.5)
129,Redbird Invite,2022-04-01,TJ,,,
129,Horizon League Indoor Track & Field Championships,2022-02-26,TJ,11.4,,
129,St. Valentines Open,2022-02-18,TJ,11.27,,
129,2022 Hoosier Hills,2022-02-11,60,,8.02,
129,2022 Hoosier Hills,2022-02-11,60,,7.94,
129,2022 Hoosier Hills,2022-02-11,TJ,,,
129,Red Hawk Invite,2022-02-05,TJ,11.2,,
129,John Tierney Classic,2022-01-29,TJ,,,
129,John Gartland Invitational,2022-01-21,60,,7.93,
129,Hawkeye Invite,2022-01-14,TJ,11.2,,
129,Horizon League Outdoor Track & Field Championships,2021-05-07,4x100,,48.20,
129,Horizon League Outdoor Track & Field Championships,2021-05-07,TJ,11.68,,
129,Valpo Invitational,2021-05-01,4x100,,48.11,
129,Valpo Invitational,2021-05-01,TJ,11.84,,(0.9)
129,Gibson Invitational sponsored by the Terre Haute CVB,2021-04-16,4x100,,48.47,
129,Big Blue Classic,2021-04-09,100,,12.65,(0.9)
129,Big Blue Classic,2021-04-09,TJ,,,
129,Illinois State Redbird Invitational,2021-04-02,TJ,11.56,,
129,Horizon League Indoor Track & Field Championships,2021-02-26,60,,7.81,
129,Horizon League Indoor Track & Field Championships,2021-02-26,60,,7.81,
129,Horizon League Indoor Track & Field Championships,2021-02-26,TJ,11.61,,
129,Panther Tune-Up,2021-02-14,60,,7.94,
129,Panther Tune-Up,2021-02-14,60,,7.98,
129,Panther Tune-Up,2021-02-14,TJ,,,
129,UW-Parkside Triangular,2021-02-05,55,,7.34,
129,UW-Parkside Triangular,2021-02-05,TJ,10.92,,
129,John Tierney Classic,2021-01-23,60,,7.90,
129,John Tierney Classic,2021-01-23,TJ,12.09,,
129,The Panther Invite,2021-01-09,TJ,11.71,,
129,Horizon League Indoor Track & Field Championships,2020-02-29,TJ,11.51,,
129,GVSU Big Meet Invite (Friday),2020-02-14,TJ,11.36,,
129,2020 Meyo Invitational,2020-02-07,TJ,,,
129,Illini Invitational,2020-01-24,LJ,5.04,,
129,Illini Invitational,2020-01-24,TJ,11.13,,
129,John Tierney Classic,2020-01-18,TJ,11.31,,
129,Gene Edmonds Memorial,2020-01-10,TJ,11.19,,
130,John Tierney Classic,2022-01-29,200,,27.84,
130,John Tierney Classic,2022-01-29,4x400,,4:23.18,
130,Hawkeye Invite,2022-01-14,200,,27.79,
130,Hawkeye Invite,2022-01-14,400,,1:04.17,
138,Illini Invitational,2022-04-22,TJ,10.42,,(7.8)
138,2022 Warrior Invitational,2022-04-14,LJ,4.85,,(3.9)
138,Redbird Invite,2022-04-01,TJ,,,
138,St. Valentines Open,2022-02-18,LJ,4.98,,
138,St. Valentines Open,2022-02-18,TJ,,,
138,Red Hawk Invite,2022-02-05,LJ,4.81,,
138,Red Hawk Invite,2022-02-05,TJ,10.07,,
138,John Tierney Classic,2022-01-29,LJ,4.88,,
138,John Tierney Classic,2022-01-29,TJ,10.64,,
138,Horizon League Indoor Track & Field Championships,2020-02-29,LJ,5.09,,
138,Horizon League Indoor Track & Field Championships,2020-02-29,TJ,10.45,,
138,Panther Tune-Up,2020-02-22,LJ,5.0,,
138,GVSU Big Meet (Saturday),2020-02-15,LJ,4.94,,
138,GVSU Big Meet (Saturday),2020-02-15,TJ,10.14,,
138,2020 ONU Invitational,2020-02-01,LJ,5.16,,
138,2020 ONU Invitational,2020-02-01,TJ,9.88,,
138,John Tierney Classic,2020-01-18,LJ,5.03,,
138,Gene Edmonds Memorial,2020-01-10,LJ,4.85,,
138,Gene Edmonds Memorial,2020-01-10,TJ,9.45,,
3,Horizon League Outdoor Track & Field Championships,2021-05-07,LJ,5.59,,(1.8)
3,Horizon League Outdoor Track & Field Championships,2021-05-07,TJ,12.1,,
3,Valpo Invitational,2021-05-01,LJ,4.9,,(0.9)
3,Valpo Invitational,2021-05-01,TJ,12.01,,(2.8)
3,Horizon League Indoor Track & Field Championships,2021-02-26,TJ,11.95,,
3,The Panther Invite,2021-01-09,LJ,5.43,,
3,The Panther Invite,2021-01-09,TJ,,,
3,Horizon League Indoor Track & Field Championships,2020-02-29,LJ,5.84,,
3,Horizon League Indoor Track & Field Championships,2020-02-29,TJ,12.31,,
3,Panther Tune-Up,2020-02-22,LJ,5.82,,
3,Panther Tune-Up,2020-02-22,TJ,12.5,,
3,GVSU Big Meet (Saturday),2020-02-15,LJ,5.26,,
3,GVSU Big Meet Invite (Friday),2020-02-14,TJ,12.29,,
3,2020 Meyo Invitational,2020-02-07,TJ,12.42,,(+0.0)
3,2020 ONU Invitational,2020-02-01,LJ,5.69,,
3,Illini Invitational,2020-01-24,TJ,11.75,,
3,John Tierney Classic,2020-01-18,LJ,5.69,,
3,John Tierney Classic,2020-01-18,TJ,12.21,,
3,Gene Edmonds Memorial,2020-01-10,LJ,5.24,,
3,Gene Edmonds Memorial,2020-01-10,TJ,11.69,,
3,Eagle Open at UW-La Crosse,2019-05-10,TJ,12.36,,(2.2)
3,Horizon League Outdoor Track & Field Championships,2019-05-03,4x100,,48.57,
3,Horizon League Outdoor Track & Field Championships,2019-05-03,LJ,5.43,,(2.0)
3,Horizon League Outdoor Track & Field Championships,2019-05-03,TJ,12.08,,(1.9)
3,2019 Lenny Lyles-Clark Wood Invitational,2019-04-26,LJ,5.82,,(2.8)
3,2019 Lenny Lyles-Clark Wood Invitational,2019-04-26,TJ,12.2,,(1.0)
3,Kentucky Track & Field Invitational,2019-04-20,4x100,,48.85,
3,Kentucky Track & Field Invitational,2019-04-20,TJ,11.97,,(0.4)
3,Illinois Twilight,2019-04-13,4x100,,48.30,
3,Illinois Twilight,2019-04-13,TJ,12.15,,(1.4)
3,Jack Shaw Classic,2019-04-05,4x100,,48.85,
3,Jack Shaw Classic,2019-04-05,LJ,5.35,,(0.2)
3,Jack Shaw Classic,2019-04-05,TJ,11.6,,(0.7)
3,2019 Drury Hotels Joey Haines Invite,2019-03-29,4x100,,50.22,
3,2019 Drury Hotels Joey Haines Invite,2019-03-29,LJ,5.06,,(2.4)
3,Horizon League Indoor Track & Field Championships,2019-02-23,LJ,5.59,,
3,Horizon League Indoor Track & Field Championships,2019-02-23,TJ,12.26,,
3,GVSU Big Meet (Friday),2019-02-08,LJ,5.38,,
3,GVSU Big Meet (Friday),2019-02-08,TJ,12.19,,
3,2019 Meyo Invitational,2019-02-01,LJ,,,
3,2019 Meyo Invitational,2019-02-01,TJ,12.22,,(+0.0)
3,John Tierney Classic,2019-01-19,60,,8.15,
3,John Tierney Classic,2019-01-19,TJ,12.29,,
3,Badger Icebreaker,2019-01-12,LJ,5.48,,
3,Badger Icebreaker,2019-01-12,TJ,12.1,,
3,Eagle Open at UW-La Crosse,2018-05-13,TJ,12.15,,(1.7)
3,Horizon League Outdoor Track & Field Championships,2018-05-04,4x100,,48.07,
3,Horizon League Outdoor Track & Field Championships,2018-05-04,LJ,5.61,,(2.0)
3,Horizon League Outdoor Track & Field Championships,2018-05-04,TJ,12.11,,(+0.0)
3,2018 Lenny Lyles-Clark Wood Invitational,2018-04-27,LJ,5.28,,(1.4)
3,2018 Lenny Lyles-Clark Wood Invitational,2018-04-27,TJ,12.25,,(0.9)
3,Beach Invitational,2018-04-20,TJ,12.23,,(1.1)
3,Bryan Clay Invitational,2018-04-19,TJ,12.16,,(+0.0)
3,Benedictine Relays and Invitational,2018-04-13,100,,12.93,(3.2)
3,Benedictine Relays and Invitational,2018-04-13,LJ,5.27,,(4.1)
3,Gibson Invitational,2018-04-06,200,,26.57,(1.5)
3,Gibson Invitational,2018-04-06,TJ,12.01,,(1.1)
3,2018 EIU Big Blue Classic,2018-03-30,4x100,,51.03,
3,2018 EIU Big Blue Classic,2018-03-30,LJ,5.48,,(1.7)
3,2018 EIU Big Blue Classic,2018-03-30,TJ,12.08,,(3.6)
3,SIU Bill Cornell Spring Classic,2018-03-23,200,,,(2.5)
3,SIU Bill Cornell Spring Classic,2018-03-23,TJ,11.54,,(2.6)
3,Horizon League Indoor Track & Field Championships,2018-02-23,LJ,5.67,,
3,Horizon League Indoor Track & Field Championships,2018-02-23,TJ,11.83,,
3,Panther TuneUp,2018-02-17,LJ,5.52,,
3,Panther TuneUp,2018-02-17,TJ,11.97,,
3,GVSU Big Meet- Saturday,2018-02-10,200,,26.49,
3,GVSU Big Meet- Saturday,2018-02-10,LJ,5.31,,
3,GVSU Big Meet- Friday,2018-02-09,TJ,11.8,,
3,2018 Meyo Invitational,2018-02-02,LJ,5.41,,
3,2018 Meyo Invitational,2018-02-02,TJ,11.92,,
3,2018 Mark Messersmith Invitational,2018-01-27,200,,27.04,
3,2018 Mark Messersmith Invitational,2018-01-27,TJ,11.56,,
3,John Tierney Classic,2018-01-20,60,,8.26,
3,John Tierney Classic,2018-01-20,LJ,5.34,,
3,John Tierney Classic,2018-01-20,TJ,12.15,,
3,Karl Schlender Invitational,2018-01-13,200,,27.10,
3,Karl Schlender Invitational,2018-01-13,TJ,11.56,,
7,Valpo Invitational,2021-05-01,100H,,15.33,(2.0)
7,2021 Green & White Invite,2021-04-24,100H,,15.33,(1.4)
7,2021 Warrior Invitational,2021-04-17,100H,,15.76,(1.9)
7,Illinois State Redbird Invitational,2021-04-02,100H,,27.51,(3.2)
7,Horizon League Indoor Track & Field Championships,2020-02-29,60H,,9.15,
7,Horizon League Indoor Track & Field Championships,2020-02-29,60H,,9.03,
7,Panther Tune-Up,2020-02-22,60H,,9.20,
7,GVSU Big Meet (Saturday),2020-02-15,60H,,9.23,
7,2020 Meyo Invitational,2020-02-07,60H,,9.23,
7,2020 ONU Invitational,2020-02-01,60H,,9.37,
7,2020 ONU Invitational,2020-02-01,60H,,9.66,
7,Illini Invitational,2020-01-24,60H,,9.62,
7,John Tierney Classic,2020-01-18,60H,,9.15,
7,Gene Edmonds Memorial,2020-01-10,60H,,9.52,
7,Horizon League Outdoor Track & Field Championships,2019-05-03,100H,,,(-0.2)
7,Horizon League Outdoor Track & Field Championships,2019-05-03,4x100,,48.57,
7,2019 Lenny Lyles-Clark Wood Invitational,2019-04-26,100H,,15.85,(1.1)
7,Kentucky Track & Field Invitational,2019-04-20,100H,,,(0.1)
7,Kentucky Track & Field Invitational,2019-04-20,4x100,,48.85,
7,Illinois Twilight,2019-04-13,100H,,14.95,(1.2)
7,Illinois Twilight,2019-04-13,4x100,,48.30,
7,Jack Shaw Classic,2019-04-05,100H,,15.52,(0.8)
7,Jack Shaw Classic,2019-04-05,4x100,,48.85,
7,2019 Drury Hotels Joey Haines Invite,2019-03-29,100H,,15.81,(2.8)
7,2019 Drury Hotels Joey Haines Invite,2019-03-29,4x100,,50.22,
7,Horizon League Indoor Track & Field Championships,2019-02-23,60H,,8.89,
7,Horizon League Indoor Track & Field Championships,2019-02-23,60H,,8.97,
7,GVSU Big Meet (Saturday),2019-02-09,60H,,9.27,
7,GVSU Big Meet (Friday),2019-02-08,60H,,9.13,
7,2019 Meyo Invitational,2019-02-01,60H,,9.20,
7,John Tierney Classic,2019-01-19,60,,8.14,
7,John Tierney Classic,2019-01-19,60H,,8.99,
7,Badger Icebreaker,2019-01-12,60H,,9.11,
7,Badger Icebreaker,2019-01-12,60H,,9.09,
7,Horizon League Outdoor Track & Field Championships,2018-05-04,100H,,15.75,(1.3)
7,Horizon League Outdoor Track & Field Championships,2018-05-04,100H,,15.51,(2.6)
7,2018 Lenny Lyles-Clark Wood Invitational,2018-04-27,100,,13.16,(1.6)
7,2018 Lenny Lyles-Clark Wood Invitational,2018-04-27,100H,,15.11,(2.0)
7,DePaul Invitational,2018-04-21,100,,13.44,(0.5)
7,DePaul Invitational,2018-04-21,100H,,15.53,(1.1)
7,Gibson Invitational,2018-04-06,100H,,14.89,(3.4)
7,2018 EIU Big Blue Classic,2018-03-30,100H,,,(2.9)
7,2018 EIU Big Blue Classic,2018-03-30,100H,,15.29,(4.7)
7,Horizon League Indoor Track & Field Championships,2018-02-23,60H,,,
7,Horizon League Indoor Track & Field Championships,2018-02-23,60H,,9.00,
7,Panther TuneUp,2018-02-17,60H,,9.09,
7,GVSU Big Meet- Saturday,2018-02-10,60H,,9.19,
7,GVSU Big Meet- Saturday,2018-02-10,60H,,9.22,
7,2018 Mark Messersmith Invitational,2018-01-27,60,,8.46,
7,2018 Mark Messersmith Invitational,2018-01-27,60H,,9.35,
7,John Tierney Classic,2018-01-20,60,,8.37,
7,John Tierney Classic,2018-01-20,60H,,9.27,
7,Karl Schlender Invitational,2018-01-13,60,,8.38,
7,Karl Schlender Invitational,2018-01-13,60,,8.48,
7,Karl Schlender Invitational,2018-01-13,60H,,9.43,
7,Karl Schlender Invitational,2018-01-13,60H,,9.59,
7,Horizon League Outdoor Track & Field Championships,2017-05-05,100,,13.18,(2.2)
7,Horizon League Outdoor Track & Field Championships,2017-05-05,100H,,15.31,(2.9)
7,2017 Kip Janvrin Open,2017-04-27,100H,,16.09,(0.8)
7,2017 Drake Relays presented by Hy-Vee,2017-04-26,SHR (400),,1:05.84,
7,Pacesetter Sports Invitational,2017-04-21,100H,,15.28,(3.2)
7,Benedictine Eagle Relays 2017,2017-04-14,100,,12.67,(7.0)
7,Benedictine Eagle Relays 2017,2017-04-14,100H,,15.40,(1.8)
7,EIU Big Blue Classic 2017,2017-03-31,100H,,19.96,(1.7)
7,Gene and Rose Edmonds Invitational,2017-03-25,100,,13.29,(2.3)
7,Gene and Rose Edmonds Invitational,2017-03-25,100H,,16.11,(2.6)
7,Horizon League Indoor Track & Field Championships,2017-02-25,60H,,9.23,
7,Panther TuneUp,2017-02-18,60,,8.25,
7,Panther TuneUp,2017-02-18,60H,,,
7,GVSU Big Meet (Saturday),2017-02-11,60H,,9.71,
7,UW Parkside Classic,2017-02-04,55H,,8.64,
7,UW Parkside Classic,2017-02-04,55H,,9.11,
7,2017 Mark Messersmith Invitational,2017-01-28,60,,8.34,
7,2017 Mark Messersmith Invitational,2017-01-28,60H,,9.32,
7,John Tierney Classic,2017-01-21,60,,8.27,
7,John Tierney Classic,2017-01-21,60H,,9.35,
7,Karl Schlender Invitational,2017-01-14,200,,29.18,
7,Karl Schlender Invitational,2017-01-14,60H,,9.55,
7,Karl Schlender Invitational,2017-01-14,60H,,9.36,
39,Horizon League Outdoor Track & Field Championships,2021-05-07,HJ,,,
39,Valpo Invitational,2021-05-01,HJ,1.55,,
39,Clark Wood Invitational,2021-04-23,HJ,1.56,,
39,Gibson Invitational sponsored by the Terre Haute CVB,2021-04-16,HJ,1.5,,
39,Big Blue Classic,2021-04-09,HJ,1.6,,
39,Illinois State Redbird Invitational,2021-04-02,HJ,1.57,,
39,Horizon League Indoor Track & Field Championships,2021-02-26,HJ,1.55,,
39,UW-Parkside Triangular,2021-02-19,HJ,1.5,,
39,Panther Tune-Up,2021-02-14,HJ,1.53,,
39,UW-Parkside Triangular,2021-02-05,HJ,1.6,,
39,John Tierney Classic,2021-01-23,HJ,1.58,,
39,Horizon League Indoor Track & Field Championships,2020-02-29,HJ,1.56,,
39,Panther Tune-Up,2020-02-22,HJ,1.5,,
39,GVSU Big Meet (Saturday),2020-02-15,HJ,1.49,,
39,2020 ONU Invitational,2020-02-01,HJ,1.55,,
39,John Tierney Classic,2020-01-18,HJ,1.57,,
39,Gene Edmonds Memorial,2020-01-10,HJ,,,
44,Horizon League Outdoor Track & Field Championships,2021-05-07,400,,1:01.33,
44,Horizon League Outdoor Track & Field Championships,2021-05-07,4x400,,3:59.43,
44,Valpo Invitational,2021-05-01,400,,59.60,
44,Clark Wood Invitational,2021-04-23,400,,1:01.04,
44,Gibson Invitational sponsored by the Terre Haute CVB,2021-04-16,400,,1:00.55,
44,Gibson Invitational sponsored by the Terre Haute CVB,2021-04-16,4x400,,4:09.93,
44,Big Blue Classic,2021-04-09,4x400,,4:18.67,
44,UW-Parkside Triangular,2021-02-19,400,,1:02.14,
44,Panther Tune-Up,2021-02-14,400,,1:02.42,
44,Panther Tune-Up,2021-02-14,4x400,,,
44,UW-Parkside Triangular,2021-02-05,200,,27.61,
