athlete_id,meet_name,meet_date,event,result_distance,result_time,wind
46,Horizon League Indoor Track & Field Championships,2021-02-26,Pent,,2542,
46,Horizon League Indoor Track & Field Championships,2021-02-26,60H,,9.61,
46,Horizon League Indoor Track & Field Championships,2021-02-26,HJ,1.33,,
46,Horizon League Indoor Track & Field Championships,2021-02-26,SP,8.03,,
46,Horizon League Indoor Track & Field Championships,2021-02-26,LJ,4.81,,
46,Horizon League Indoor Track & Field Championships,2021-02-26,800,,2:55.58,
46,John Tierney Classic,2021-01-23,60H,,9.33,
46,John Tierney Classic,2021-01-23,HJ,1.38,,
46,John Tierney Classic,2021-01-23,TJ,10.95,,
46,The Panther Invite,2021-01-09,60H,,9.36,
46,The Panther Invite,2021-01-09,60H,,9.36,
46,The Panther Invite,2021-01-09,LJ,5.19,,
54,2024 Horizon League Outdoor Track & Field Championship,2024-05-03,DT,42.4,,
54,2024 Horizon League Outdoor Track & Field Championship,2024-05-03,HT,42.38,,
54,UW-Whitewater Drake Alternative,2024-04-25,DT,41.91,,
54,UW-Whitewater Drake Alternative,2024-04-25,HT,41.75,,
54,Gibson Invitational,2024-04-18,DT,36.29,,
54,Gary Wieneke Memorial,2024-04-13,DT,,,
54,Golden Grizzly T&F Invite,2024-04-06,DT,34.49,,
54,Redbird Challenge,2024-03-29,DT,36.07,,
54,Horizon League Indoor Track & Field Championship,2024-02-24,WT,16.66,,
54,PANTHER TUNE-UP,2024-02-17,WT,16.52,,
54,Illini Challenge,2024-01-26,WT,16.16,,
54,John Tierney Classic,2024-01-20,WT,16.71,,
54,Badgers Midwest Invite,2024-01-13,WT,16.57,,
54,Illini Open,2024-01-06,WT,16.18,,
54,Horizon League Championship,2023-05-05,DT,42.68,,
54,Horizon League Championship,2023-05-05,HT,47.82,,
54,UW-Whitewater Drake Alternative,2023-04-28,DT,,,
54,UW-Whitewater Drake Alternative,2023-04-28,HT,47.12,,
54,Gary Wieneke Memorial,2023-04-21,DT,39.35,,
54,Gary Wieneke Memorial,2023-04-21,HT,45.81,,
54,Gibson Invitational & Multis,2023-04-13,DT,40.29,,
54,Fighting Illini Challenge,2023-04-08,DT,35.93,,
54,Fighting Illini Challenge,2023-04-08,HT,44.56,,
54,Warrior Invitational,2023-04-06,HT,44.58,,
54,2023 Horizon League Indoor Track & Field Championship,2023-02-25,WT,16.61,,
54,Panther Tune-Up,2023-02-18,WT,16.54,,
54,Mark Guthrie Legacy Invitational,2023-02-04,WT,16.13,,
54,Jack Johnson Classic,2023-01-27,WT,15.83,,
54,John Tierney Classic,2023-01-21,WT,15.93,,
54,Wisconsin Badgers Midwest Invite,2023-01-14,WT,15.08,,
54,2022 Blue Demon Holiday Invite,2022-12-09,WT,15.34,,
54,Horizon League Indoor Track & Field Championships,2022-02-26,WT,16.79,,
54,St. Valentines Open,2022-02-18,WT,16.48,,
54,2022 Hoosier Hills,2022-02-11,WT,17.06,,
54,Red Hawk Invite,2022-02-05,SP,10.46,,
54,Red Hawk Invite,2022-02-05,WT,16.35,,
54,John Tierney Classic,2022-01-29,SP,11.52,,
54,John Tierney Classic,2022-01-29,WT,16.15,,
54,John Gartland Invitational,2022-01-21,SP,11.5,,
54,John Gartland Invitational,2022-01-21,WT,16.7,,
54,Hawkeye Invite,2022-01-14,SP,10.69,,
54,Hawkeye Invite,2022-01-14,WT,15.39,,
54,Horizon League Outdoor Track & Field Championships,2021-05-07,SP,10.42,,
54,Horizon League Outdoor Track & Field Championships,2021-05-07,DT,43.13,,
54,Horizon League Outdoor Track & Field Championships,2021-05-07,HT,45.27,,
54,Valpo Invitational,2021-05-01,SP,12.57,,
54,Valpo Invitational,2021-05-01,DT,39.2,,
54,Valpo Invitational,2021-05-01,HT,42.28,,
54,2021 Green & White Invite,2021-04-24,SP,11.69,,
54,2021 Green & White Invite,2021-04-24,DT,42.12,,
54,2021 Green & White Invite,2021-04-24,HT,44.64,,
54,Gibson Invitational sponsored by the Terre Haute CVB,2021-04-16,SP,11.58,,
54,Gibson Invitational sponsored by the Terre Haute CVB,2021-04-16,DT,42.99,,
54,Gibson Invitational sponsored by the Terre Haute CVB,2021-04-16,HT,43.29,,
54,Big Blue Classic,2021-04-09,DT,41.48,,
54,Illinois State Redbird Invitational,2021-04-02,SP,10.61,,
54,Illinois State Redbird Invitational,2021-04-02,DT,39.1,,
54,Illinois State Redbird Invitational,2021-04-02,HT,40.32,,
54,Horizon League Indoor Track & Field Championships,2021-02-26,SP,11.75,,
54,Horizon League Indoor Track & Field Championships,2021-02-26,WT,14.99,,
54,UW-Parkside Triangular,2021-02-05,SP,13.58,,
54,UW-Parkside Triangular,2021-02-05,WT,16.18,,
54,John Tierney Classic,2021-01-23,SP,11.43,,
54,John Tierney Classic,2021-01-23,WT,15.61,,
54,The Panther Invite,2021-01-09,SP,11.84,,
54,The Panther Invite,2021-01-09,WT,16.0,,
72,2024 Horizon League Outdoor Track & Field Championship,2024-05-03,100,,12.24,(0.6)
72,2024 Horizon League Outdoor Track & Field Championship,2024-05-03,4x100,,46.72,
72,Clark Wood Open 2024,2024-04-26,100,,12.30,(2.3)
72,Clark Wood Open 2024,2024-04-26,200,,25.82,(-0.7)
72,Clark Wood Open 2024,2024-04-26,4x100,,47.44,
72,Gibson Invitational,2024-04-18,100,,12.33,(1.7)
72,Gibson Invitational,2024-04-18,200,,26.24,(0.3)
72,Gibson Invitational,2024-04-18,4x100,,48.05,
72,Gary Wieneke Memorial,2024-04-13,100,,,
72,Gary Wieneke Memorial,2024-04-13,200,,,
72,Golden Grizzly T&F Invite,2024-04-06,100,,12.46,(1.0)
72,Golden Grizzly T&F Invite,2024-04-06,200,,26.05,(1.3)
72,Golden Grizzly T&F Invite,2024-04-06,4x100,,47.52,
72,Redbird Challenge,2024-03-29,100,,12.37,(2.6)
72,Redbird Challenge,2024-03-29,100,,,
72,Redbird Challenge,2024-03-29,200,,,
72,Horizon League Indoor Track & Field Championship,2024-02-24,60,,7.78,
72,Horizon League Indoor Track & Field Championship,2024-02-24,200,,25.61,
72,PANTHER TUNE-UP,2024-02-17,60,,7.83,
72,PANTHER TUNE-UP,2024-02-17,60,,7.86,
72,GVSU Big Meet- (Friday),2024-02-09,60,,7.85,
72,GVSU Big Meet- (Friday),2024-02-09,200,,25.79,
72,Mark Guthrie Legacy Invite,2024-02-03,60,,7.99,
72,Mark Guthrie Legacy Invite,2024-02-03,60,,7.96,
72,Mark Guthrie Legacy Invite,2024-02-03,200,,26.76,
72,Illini Challenge,2024-01-26,60,,8.00,
72,Illini Challenge,2024-01-26,200,,27.25,
72,John Tierney Classic,2024-01-20,60,,8.10,
72,John Tierney Classic,2024-01-20,60,,8.00,
72,John Tierney Classic,2024-01-20,200,,27.53,
72,Badgers Midwest Invite,2024-01-13,60,,8.05,
72,2023 Blue Demon Holiday Invite,2023-12-08,60,,7.97,
72,2023 Blue Demon Holiday Invite,2023-12-08,200,,26.93,
72,Horizon League Championship,2023-05-05,100,,12.66,(-0.1)
72,Horizon League Championship,2023-05-05,4x100,,46.72,
72,Gary Wieneke Memorial,2023-04-21,200,,26.39,(-0.1)
72,Gibson Invitational & Multis,2023-04-13,100,,12.69,(0.7)
72,Fighting Illini Challenge,2023-04-08,100,,12.48,(1.6)
72,Fighting Illini Challenge,2023-04-08,4x100,,47.47,
72,Mark Guthrie Legacy Invitational,2023-02-04,60,,8.02,
72,Wisconsin Badgers Midwest Invite,2023-01-14,60,,7.90,
72,2022 Blue Demon Holiday Invite,2022-12-09,60,,7.76,
72,2022 Blue Demon Holiday Invite,2022-12-09,60,,7.84,
72,2022 Blue Demon Holiday Invite,2022-12-09,200,,25.70,
72,Horizon League Outdoor Track & Field Championships,2022-05-06,100,,12.26,(0.9)
72,Horizon League Outdoor Track & Field Championships,2022-05-06,200,,25.36,(3.3)
72,Horizon League Outdoor Track & Field Championships,2022-05-06,4x100,,46.56,
72,Valparaiso Beacan Invite,2022-04-30,100,,12.40,(3.1)
72,Illini Invitational,2022-04-22,100,,12.06,(5.9)
72,Illini Invitational,2022-04-22,200,,25.14,(6.3)
72,Illini Invitational,2022-04-22,4x100,,49.06,
72,2022 Warrior Invitational,2022-04-14,100,,12.40,(5.1)
72,Redbird Invite,2022-04-01,100,,12.59,(3.6)
72,Horizon League Indoor Track & Field Championships,2022-02-26,60,,7.75,
72,Horizon League Indoor Track & Field Championships,2022-02-26,200,,25.63,
72,St. Valentines Open,2022-02-18,60,,7.78,
72,GVSU Big Meet-FRIDAY,2022-02-11,60,,7.79,
72,GVSU Big Meet-FRIDAY,2022-02-11,200,,25.60,
72,Red Hawk Invite,2022-02-05,60,,7.76,
72,Red Hawk Invite,2022-02-05,200,,26.09,
72,John Tierney Classic,2022-01-29,60,,7.78,
72,John Tierney Classic,2022-01-29,60,,7.73,
72,John Gartland Invitational,2022-01-21,60,,7.88,
72,John Gartland Invitational,2022-01-21,60,,7.81,
72,Hawkeye Invite,2022-01-14,60,,7.79,
72,Hawkeye Invite,2022-01-14,200,,26.29,
72,Horizon League Outdoor Track & Field Championships,2021-05-07,100,,12.38,(2.5)
72,Horizon League Outdoor Track & Field Championships,2021-05-07,4x100,,48.20,
72,Valpo Invitational,2021-05-01,100,,12.85,(-0.4)
72,Valpo Invitational,2021-05-01,4x100,,48.11,
72,Clark Wood Invitational,2021-04-23,100,,12.66,(0.6)
72,Clark Wood Invitational,2021-04-23,200,,26.27,(1.3)
72,Gibson Invitational sponsored by the Terre Haute CVB,2021-04-16,100,,12.68,(3.2)
72,Gibson Invitational sponsored by the Terre Haute CVB,2021-04-16,200,,26.78,(0.7)
72,Gibson Invitational sponsored by the Terre Haute CVB,2021-04-16,4x100,,48.47,
72,Big Blue Classic,2021-04-09,100,,12.56,(1.7)
72,Big Blue Classic,2021-04-09,200,,26.88,(0.1)
72,Illinois State Redbird Invitational,2021-04-02,100,,12.47,(2.2)
72,Illinois State Redbird Invitational,2021-04-02,200,,,(3.0)
72,Horizon League Indoor Track & Field Championships,2021-02-26,60,,7.95,
72,Horizon League Indoor Track & Field Championships,2021-02-26,200,,26.80,
72,UW-Parkside Triangular,2021-02-19,55,,7.34,
72,Panther Tune-Up,2021-02-14,60,,7.97,
72,Panther Tune-Up,2021-02-14,60,,7.98,
72,Panther Tune-Up,2021-02-14,200,,27.23,
72,UW-Parkside Triangular,2021-02-05,55,,7.42,
72,UW-Parkside Triangular,2021-02-05,200,,27.09,
72,John Tierney Classic,2021-01-23,60,,8.01,
72,John Tierney Classic,2021-01-23,200,,27.80,
72,The Panther Invite,2021-01-09,60,,8.11,
72,The Panther Invite,2021-01-09,200,,27.92,
77,UW-La Crosse Eagle Open,2024-05-10,100H,,13.81,(0.6)
77,UW-La Crosse Eagle Open,2024-05-10,100H,,13.84,(-0.3)
77,2024 Horizon League Outdoor Track & Field Championship,2024-05-03,200,,25.02,(1.1)
77,2024 Horizon League Outdoor Track & Field Championship,2024-05-03,100H,,13.63,(2.4)
77,2024 Horizon League Outdoor Track & Field Championship,2024-05-03,100H,,13.96,(2.5)
77,2024 Horizon League Outdoor Track & Field Championship,2024-05-03,4x100,,46.72,
77,Clark Wood Open 2024,2024-04-26,200,,24.96,(1.9)
77,Clark Wood Open 2024,2024-04-26,100H,,13.66,(2.4)
77,Clark Wood Open 2024,2024-04-26,100H,,13.88,(3.9)
77,Clark Wood Open 2024,2024-04-26,4x100,,47.44,
77,Gibson Invitational,2024-04-18,200,,25.55,(0.3)
77,Gibson Invitational,2024-04-18,100H,,14.04,(1.2)
77,Gibson Invitational,2024-04-18,4x100,,48.05,
77,2024 Bryan Clay Invitational,2024-04-11,100H,,14.07,(-0.1)
77,Golden Grizzly T&F Invite,2024-04-06,100H,,13.92,(2.6)
77,Golden Grizzly T&F Invite,2024-04-06,100H,,14.03,(2.8)
77,Golden Grizzly T&F Invite,2024-04-06,4x100,,47.52,
77,Raleigh Relays,2024-03-28,200,,25.10,(2.3)
77,Raleigh Relays,2024-03-28,100H,,13.81,(2.1)
77,Horizon League Indoor Track & Field Championship,2024-02-24,200,,25.30,
77,Horizon League Indoor Track & Field Championship,2024-02-24,200,,25.29,
77,Horizon League Indoor Track & Field Championship,2024-02-24,60H,,8.53,
77,Horizon League Indoor Track & Field Championship,2024-02-24,60H,,8.54,
77,GVSU Big Meet- (Friday),2024-02-09,60,,7.80,
77,GVSU Big Meet- (Friday),2024-02-09,200,,25.01,
77,GVSU Big Meet- (Friday),2024-02-09,60H,,8.57,
77,GVSU Big Meet- (Friday),2024-02-09,60H,,8.62,
77,Mark Guthrie Legacy Invite,2024-02-03,200,,25.76,
77,Mark Guthrie Legacy Invite,2024-02-03,60H,,8.82,
77,Mark Guthrie Legacy Invite,2024-02-03,60H,,8.68,
77,Illini Challenge,2024-01-26,200,,25.79,
77,Illini Challenge,2024-01-26,60H,,8.64,
77,Illini Challenge,2024-01-26,60H,,8.75,
77,John Tierney Classic,2024-01-20,60,,7.76,
77,John Tierney Classic,2024-01-20,60,,7.78,
77,John Tierney Classic,2024-01-20,60H,,8.61,
77,John Tierney Classic,2024-01-20,60H,,8.79,
77,Badgers Midwest Invite,2024-01-13,300,,42.15,
77,Badgers Midwest Invite,2024-01-13,60H,,8.66,
77,Badgers Midwest Invite,2024-01-13,60H,,8.75,
77,2023 Blue Demon Holiday Invite,2023-12-08,200,,26.08,
77,2023 Blue Demon Holiday Invite,2023-12-08,60H,,8.67,
77,2023 Blue Demon Holiday Invite,2023-12-08,60H,,8.79,
104,2024 Horizon League Outdoor Track & Field Championship,2024-05-03,SP,12.94,,
104,2024 Horizon League Outdoor Track & Field Championship,2024-05-03,DT,40.4,,
104,2024 Horizon League Outdoor Track & Field Championship,2024-05-03,HT,49.73,,
104,UW-Whitewater Drake Alternative,2024-04-25,SP,11.54,,
104,UW-Whitewater Drake Alternative,2024-04-25,DT,38.52,,
104,UW-Whitewater Drake Alternative,2024-04-25,HT,49.78,,
104,Gibson Invitational,2024-04-18,SP,12.54,,
104,Gibson Invitational,2024-04-18,DT,38.28,,
104,Gibson Invitational,2024-04-18,HT,49.6,,
104,Gary Wieneke Memorial,2024-04-13,SP,12.8,,
104,Gary Wieneke Memorial,2024-04-13,DT,41.11,,
104,Gary Wieneke Memorial,2024-04-13,HT,50.19,,
104,Golden Grizzly T&F Invite,2024-04-06,SP,12.58,,
104,Golden Grizzly T&F Invite,2024-04-06,DT,42.08,,
104,Golden Grizzly T&F Invite,2024-04-06,HT,50.52,,
104,Redbird Challenge,2024-03-29,SP,13.17,,
104,Redbird Challenge,2024-03-29,DT,38.08,,
104,Redbird Challenge,2024-03-29,HT,47.48,,
104,Horizon League Indoor Track & Field Championship,2024-02-24,SP,13.22,,
104,Horizon League Indoor Track & Field Championship,2024-02-24,WT,16.12,,
104,PANTHER TUNE-UP,2024-02-17,SP,12.84,,
104,PANTHER TUNE-UP,2024-02-17,WT,15.9,,
104,Mark Guthrie Legacy Invite,2024-02-03,SP,13.02,,
104,Mark Guthrie Legacy Invite,2024-02-03,WT,14.91,,
104,Illini Challenge,2024-01-26,SP,12.66,,
104,Illini Challenge,2024-01-26,WT,15.65,,
104,John Tierney Classic,2024-01-20,SP,12.54,,
104,John Tierney Classic,2024-01-20,WT,16.85,,
104,Badgers Midwest Invite,2024-01-13,WT,15.31,,
104,Illini Open,2024-01-06,SP,11.91,,
104,Illini Open,2024-01-06,WT,16.14,,
104,Horizon League Championship,2023-05-05,SP,11.92,,
104,Horizon League Championship,2023-05-05,DT,38.52,,
104,Horizon League Championship,2023-05-05,HT,49.48,,
104,UW-Whitewater Drake Alternative,2023-04-28,SP,12.89,,
104,UW-Whitewater Drake Alternative,2023-04-28,DT,41.13,,
104,UW-Whitewater Drake Alternative,2023-04-28,HT,50.5,,
104,Gary Wieneke Memorial,2023-04-21,SP,12.61,,
104,Gary Wieneke Memorial,2023-04-21,DT,37.77,,
104,Gary Wieneke Memorial,2023-04-21,HT,50.93,,
104,Gibson Invitational & Multis,2023-04-13,SP,12.41,,
104,Gibson Invitational & Multis,2023-04-13,HT,50.02,,
104,Fighting Illini Challenge,2023-04-08,SP,12.97,,
104,Fighting Illini Challenge,2023-04-08,HT,50.72,,
104,2023 Horizon League Indoor Track & Field Championship,2023-02-25,SP,12.87,,
104,2023 Horizon League Indoor Track & Field Championship,2023-02-25,WT,15.94,,
104,Panther Tune-Up,2023-02-18,SP,12.35,,
104,Panther Tune-Up,2023-02-18,WT,16.43,,
104,Mark Guthrie Legacy Invitational,2023-02-04,SP,13.07,,
104,Mark Guthrie Legacy Invitational,2023-02-04,WT,16.16,,
104,Jack Johnson Classic,2023-01-27,SP,11.66,,
104,Jack Johnson Classic,2023-01-27,WT,15.74,,
104,John Tierney Classic,2023-01-21,SP,13.09,,
104,John Tierney Classic,2023-01-21,WT,,,
104,Wisconsin Badgers Midwest Invite,2023-01-14,SP,11.64,,
104,Wisconsin Badgers Midwest Invite,2023-01-14,WT,,,
104,2022 Blue Demon Holiday Invite,2022-12-09,SP,11.8,,
104,2022 Blue Demon Holiday Invite,2022-12-09,WT,14.57,,
104,Horizon League Outdoor Track & Field Championships,2022-05-06,SP,13.14,,
104,Horizon League Outdoor Track & Field Championships,2022-05-06,DT,35.7,,
104,Horizon League Outdoor Track & Field Championships,2022-05-06,HT,50.84,,
104,Valparaiso Beacan Invite,2022-04-30,SP,13.45,,
104,Valparaiso Beacan Invite,2022-04-30,DT,40.79,,
104,Valparaiso Beacan Invite,2022-04-30,HT,47.67,,
104,Illini Invitational,2022-04-22,SP,12.86,,
104,Illini Invitational,2022-04-22,DT,37.74,,
104,Illini Invitational,2022-04-22,HT,47.28,,
104,2022 Warrior Invitational,2022-04-14,SP,11.36,,
104,2022 Warrior Invitational,2022-04-14,DT,32.93,,
104,2022 Warrior Invitational,2022-04-14,HT,46.09,,
104,44 Farms Team Invitational,2022-04-08,SP,11.98,,
104,44 Farms Team Invitational,2022-04-08,DT,34.6,,
104,44 Farms Team Invitational,2022-04-08,HT,47.35,,
104,Redbird Invite,2022-04-01,SP,11.86,,
104,Redbird Invite,2022-04-01,DT,32.63,,
104,Redbird Invite,2022-04-01,HT,47.92,,
104,Horizon League Indoor Track & Field Championships,2022-02-26,SP,13.27,,
104,Horizon League Indoor Track & Field Championships,2022-02-26,WT,16.32,,
104,St. Valentines Open,2022-02-18,SP,13.08,,
104,St. Valentines Open,2022-02-18,WT,17.83,,
104,2022 Hoosier Hills,2022-02-11,SP,,,
104,2022 Hoosier Hills,2022-02-11,WT,14.75,,
104,Red Hawk Invite,2022-02-05,SP,13.0,,
104,Red Hawk Invite,2022-02-05,WT,15.78,,
104,John Tierney Classic,2022-01-29,SP,12.66,,
104,John Tierney Classic,2022-01-29,WT,15.71,,
104,John Gartland Invitational,2022-01-21,SP,13.32,,
104,John Gartland Invitational,2022-01-21,WT,15.81,,
104,Hawkeye Invite,2022-01-14,SP,12.78,,
104,Hawkeye Invite,2022-01-14,WT,14.34,,
104,Horizon League Outdoor Track & Field Championships,2021-05-07,SP,11.35,,
104,Horizon League Outdoor Track & Field Championships,2021-05-07,HT,44.59,,
104,Valpo Invitational,2021-05-01,SP,13.23,,
104,Valpo Invitational,2021-05-01,HT,44.53,,
104,2021 Green & White Invite,2021-04-24,SP,12.22,,
104,2021 Green & White Invite,2021-04-24,HT,43.85,,
104,Gibson Invitational sponsored by the Terre Haute CVB,2021-04-16,SP,12.34,,
104,Gibson Invitational sponsored by the Terre Haute CVB,2021-04-16,HT,42.72,,
104,Big Blue Classic,2021-04-09,SP,12.75,,
104,Big Blue Classic,2021-04-09,HT,39.13,,
104,Illinois State Redbird Invitational,2021-04-02,SP,11.45,,
104,Illinois State Redbird Invitational,2021-04-02,DT,,,
104,Illinois State Redbird Invitational,2021-04-02,HT,41.27,,
104,Horizon League Indoor Track & Field Championships,2021-02-26,SP,11.73,,
104,Horizon League Indoor Track & Field Championships,2021-02-26,WT,15.53,,
104,Panther Tune-Up,2021-02-14,SP,12.3,,
104,Panther Tune-Up,2021-02-14,WT,15.09,,
104,UW-Parkside Triangular,2021-02-05,SP,12.71,,
104,UW-Parkside Triangular,2021-02-05,WT,14.35,,
104,John Tierney Classic,2021-01-23,SP,12.17,,
104,John Tierney Classic,2021-01-23,WT,15.11,,
104,The Panther Invite,2021-01-09,SP,11.51,,
104,The Panther Invite,2021-01-09,WT,13.1,,
135,2024 Horizon League Outdoor Track & Field Championship,2024-05-03,HJ,1.52,,
135,2024 Horizon League Outdoor Track & Field Championship,2024-05-03,LJ,5.59,,(-1.4)
135,UW-Whitewater Drake Alternative,2024-04-25,LJ,5.38,,(0.5)
135,Gibson Invitational,2024-04-18,HJ,1.57,,
135,Gibson Invitational,2024-04-18,LJ,5.28,,(0.8)
135,Gary Wieneke Memorial,2024-04-13,LJ,5.7,,(1.3)
135,Golden Grizzly T&F Invite,2024-04-06,HJ,1.55,,
135,Golden Grizzly T&F Invite,2024-04-06,LJ,5.56,,(4.3)
135,Redbird Challenge,2024-03-29,HJ,1.5,,
135,Horizon League Indoor Track & Field Championship,2024-02-24,HJ,1.56,,
135,Horizon League Indoor Track & Field Championship,2024-02-24,LJ,5.61,,
135,PANTHER TUNE-UP,2024-02-17,LJ,5.52,,
135,Mark Guthrie Legacy Invite,2024-02-03,HJ,1.53,,
135,John Tierney Classic,2024-01-20,LJ,5.65,,
135,Badgers Midwest Invite,2024-01-13,LJ,5.33,,
135,2023 Blue Demon Holiday Invite,2023-12-08,HJ,1.58,,
135,Horizon League Championship,2023-05-05,HJ,1.55,,
135,Horizon League Championship,2023-05-05,LJ,5.42,,(+0.0)
135,Clark Wood Open 2023,2023-04-28,LJ,5.57,,(0.8)
135,Gary Wieneke Memorial,2023-04-21,LJ,5.44,,(1.7)
135,Gibson Invitational & Multis,2023-04-13,HJ,1.55,,
135,Gibson Invitational & Multis,2023-04-13,LJ,5.43,,(0.2)
135,Fighting Illini Challenge,2023-04-08,LJ,5.52,,
135,2023 Horizon League Indoor Track & Field Championship,2023-02-25,HJ,1.6,,
135,2023 Horizon League Indoor Track & Field Championship,2023-02-25,LJ,5.61,,
135,Panther Tune-Up,2023-02-18,HJ,1.55,,
135,Panther Tune-Up,2023-02-18,LJ,5.64,,
135,Mark Guthrie Legacy Invitational,2023-02-04,LJ,5.63,,
135,Jack Johnson Classic,2023-01-27,LJ,5.58,,
135,John Tierney Classic,2023-01-21,HJ,1.62,,
135,John Tierney Classic,2023-01-21,LJ,5.75,,
135,Wisconsin Badgers Midwest Invite,2023-01-14,LJ,5.46,,
135,2022 Blue Demon Holiday Invite,2022-12-09,LJ,5.54,,
135,Horizon League Outdoor Track & Field Championships,2022-05-06,HJ,1.54,,
135,Horizon League Outdoor Track & Field Championships,2022-05-06,LJ,5.86,,(+0.0)
135,Valparaiso Beacan Invite,2022-04-30,LJ,5.71,,(4.6)
135,Illini Invitational,2022-04-22,HJ,1.55,,
135,Illini Invitational,2022-04-22,LJ,5.64,,(2.2)
135,44 Farms Team Invitational,2022-04-08,HJ,,,
135,44 Farms Team Invitational,2022-04-08,LJ,5.16,,(2.4)
135,Horizon League Indoor Track & Field Championships,2022-02-26,HJ,1.65,,
135,Horizon League Indoor Track & Field Championships,2022-02-26,LJ,5.62,,
135,St. Valentines Open,2022-02-18,HJ,1.49,,
135,John Tierney Classic,2022-01-29,LJ,5.85,,
135,John Gartland Invitational,2022-01-21,LJ,5.5,,
135,Hawkeye Invite,2022-01-14,LJ,5.46,,
135,Horizon League Outdoor Track & Field Championships,2021-05-07,HJ,1.65,,
135,Horizon League Outdoor Track & Field Championships,2021-05-07,LJ,5.64,,(2.1)
135,Valpo Invitational,2021-05-01,LJ,5.66,,(3.2)
135,Clark Wood Invitational,2021-04-23,LJ,5.75,,(1.4)
135,Gibson Invitational sponsored by the Terre Haute CVB,2021-04-16,LJ,5.42,,(+0.0)
135,Illinois State Redbird Invitational,2021-04-02,HJ,1.57,,
135,Illinois State Redbird Invitational,2021-04-02,LJ,5.22,,(2.0)
135,Horizon League Indoor Track & Field Championships,2021-02-26,HJ,1.6,,
135,Horizon League Indoor Track & Field Championships,2021-02-26,LJ,5.61,,
135,UW-Parkside Triangular,2021-02-19,HJ,1.65,,
135,Panther Tune-Up,2021-02-14,HJ,1.63,,
135,Panther Tune-Up,2021-02-14,LJ,5.61,,
135,UW-Parkside Triangular,2021-02-05,LJ,5.13,,
135,John Tierney Classic,2021-01-23,HJ,1.53,,
135,John Tierney Classic,2021-01-23,LJ,5.79,,
135,The Panther Invite,2021-01-09,HJ,1.52,,
135,The Panther Invite,2021-01-09,LJ,5.54,,
136,2024 Horizon League Outdoor Track & Field Championship,2024-05-03,4x400,,3:51.99,
136,2024 Horizon League Outdoor Track & Field Championship,2024-05-03,LJ,5.6,,(-0.2)
136,2024 Horizon League Outdoor Track & Field Championship,2024-05-03,JT,32.66,,
136,2024 Horizon League Outdoor Track & Field Championship,2024-05-03,Hep,,4609,
136,2024 Horizon League Outdoor Track & Field Championship,2024-05-03,100H,,15.04,(-0.6)
136,2024 Horizon League Outdoor Track & Field Championship,2024-05-03,HJ,1.39,,
136,2024 Horizon League Outdoor Track & Field Championship,2024-05-03,SP,10.36,,
136,2024 Horizon League Outdoor Track & Field Championship,2024-05-03,200,,26.16,(-1.9)
136,2024 Horizon League Outdoor Track & Field Championship,2024-05-03,LJ,5.48,,(-1.7)
136,2024 Horizon League Outdoor Track & Field Championship,2024-05-03,JT,29.27,,
136,2024 Horizon League Outdoor Track & Field Championship,2024-05-03,800,,2:23.38,
136,UW-Whitewater Drake Alternative,2024-04-25,100H,,15.29,(1.3)
136,UW-Whitewater Drake Alternative,2024-04-25,JT,32.41,,
136,Gibson Invitational,2024-04-18,Hep,,4690,
136,Gibson Invitational,2024-04-18,100H,,15.41,(0.8)
136,Gibson Invitational,2024-04-18,HJ,1.41,,
136,Gibson Invitational,2024-04-18,SP,11.52,,
136,Gibson Invitational,2024-04-18,200,,25.97,(+0.0)
136,Gibson Invitational,2024-04-18,LJ,5.61,,(-0.2)
136,Gibson Invitational,2024-04-18,JT,28.62,,
136,Gibson Invitational,2024-04-18,800,,2:24.19,
136,Marquette Invitational,2024-04-12,100H,,15.55,(1.4)
136,Marquette Invitational,2024-04-12,LJ,5.32,,(-2.2)
136,Marquette Invitational,2024-04-12,SP,10.4,,
136,Golden Grizzly T&F Invite,2024-04-06,200,,26.20,(3.9)
136,Golden Grizzly T&F Invite,2024-04-06,100H,,15.91,(1.3)
136,Golden Grizzly T&F Invite,2024-04-06,SP,10.44,,
136,Golden Grizzly T&F Invite,2024-04-06,JT,29.86,,
136,Redbird Challenge,2024-03-29,100H,,15.59,(0.4)
136,Redbird Challenge,2024-03-29,HJ,1.45,,
136,Redbird Challenge,2024-03-29,JT,26.85,,
136,Horizon League Indoor Track & Field Championship,2024-02-24,4x400,,3:55.74,
136,Horizon League Indoor Track & Field Championship,2024-02-24,DMR,,12:02.90,
136,Horizon League Indoor Track & Field Championship,2024-02-24,LJ,5.75,,
136,Horizon League Indoor Track & Field Championship,2024-02-24,Pent,,3473,
136,Horizon League Indoor Track & Field Championship,2024-02-24,60H,,9.06,
136,Horizon League Indoor Track & Field Championship,2024-02-24,HJ,1.43,,
136,Horizon League Indoor Track & Field Championship,2024-02-24,SP,10.77,,
136,Horizon League Indoor Track & Field Championship,2024-02-24,LJ,5.66,,
136,Horizon League Indoor Track & Field Championship,2024-02-24,800,,2:29.02,
136,PANTHER TUNE-UP,2024-02-17,60H,,9.32,
136,PANTHER TUNE-UP,2024-02-17,LJ,,,
136,PANTHER TUNE-UP,2024-02-17,SP,10.64,,
136,GVSU Big Meet- (Friday),2024-02-09,400,,58.77,
136,GVSU Big Meet- (Friday),2024-02-09,60H,,9.50,
